id,claimID,claimType,#citations,text
168266,0,tertiary,42,"Like so many Americans approaching retirement, Virginia Republican Rep. Scott Rigell dreams about spending a little more time on the water. â€I have a little rowboat called Miss Nelly. Sheâ€™s 13 feet long, and thereâ€™s not a motor on it. Thereâ€™s no radio on it. And Iâ€™m so looking forward to being on that rowboat,â€ says Rigell. Rigell is retiring after just six years in Congress. He was one of the 87 Republicans who rode the Tea Party wave to a pivotal GOP takeover of the House. At the end of this Congress, more than   of that class will be gone from the U. S. House. Like many of those freshman lawmakers, Rigell had never held any public office before he arrived in Washington. Before he took office, Rigell was a car salesman. He ran as an â€outsiderâ€ in a year when voters were tired of political insiders. As it turns out, some people who never harbored ambitions to be career politicians donâ€™t love being politicians. â€I think, for many of us in my class, it truly wasnâ€™t on the bucket list of life to be here. It wasnâ€™t as if I was a junior in high school saying, â€™I want to be a member of Congress,â€™ â€ Rigell says"
168266,1,secondary,78," members of his class have already left, although two of them now serve in the Senate: Cory Gardner of Colorado and Tim Scott of South Carolina. Three more House Republicans are running for the Senate this year. Another eight members of the class are retiring. The retiring lawmakers include a farmer, a decorated Army veteran and a construction company owner. â€Iâ€™ve had better jobs than this,â€ retiring Michigan Rep. Dan Benishek says with a chuckle. â€Itâ€™s amazing to me how people are like, â€™Oh, Iâ€™ve got to run for Congress. Thatâ€™s going to be the best.â€™ I donâ€™t know. I never really felt that way.â€ Benishek was a surgeon before he came to Congress. He says voters frustrated at Washington should cheer these lawmakersâ€™ decisions to retire after a few years. Itâ€™s like   term limits  â€”   and Benishek says that means fewer career politicians. â€There is a lot of turnover in Congress. Despite what people say about people staying forever, thatâ€™s not really the case. I think people didnâ€™t realize how much turnover there is in general,â€ he says. Wisconsin Rep. Reid Ribble ran his familyâ€™s roofing company before he won in 2010. Heâ€™s retiring to spend more time with his family, but he conceded this: â€It would be disingenuous to say Iâ€™m not also frustrated with the work here.â€ Ribble and his retiring colleagues say they are, for the most part, proud of what a   House managed to get done these past six years. He cited making the Bush tax cuts permanent, new restraints on federal spending, and updated education and highway laws. â€These were fairly significant things that we got done while we were here, so some of us are saying, â€™OK, we can go home,â€™ â€ he says. Rigell agrees. He says heâ€™s grateful for his time in Washington but, in a lengthy interview in his office, he keeps coming back to a nagging concern that the Tea Party class  â€”   and the years since  â€”   will also be remembered for another reason. â€Well, Iâ€™d say we were right at the cusp of when the American political system started to come unhinged. And itâ€™s unfortunate,â€ he says. Rigell says he wants to continue work in his     life to inject more civility in American politics. There may be more job opportunities for that off Capitol Hill."
167939,2,tertiary,242,"Lots of people are fuming about Nina, an upcoming biopic about legendary singer Nina Simone. According to its critics, the filmmakers butcher important parts of Simoneâ€™s biography (in part, by attributing much of her success to the men in her life) but that their larger sin was casting actress Zoe Saldana, who plays the lead role with the help of   makeup and a prosthetic nose. Many argue that casting the lighter skinned   actress, rather than someone who better resembled Simone, was an attempt to make the film more marketable instead of staying true to the singer and the life that inspired her art. The makeup and prosthetic nose, they also charge, were sloppy and poorly executed. In one of the more gentle critiques, singer India. Arie called the casting move â€tone deaf.â€ Others went with â€disrespectful,â€ â€deplorable,â€ and â€embarrassing.â€ Buzzfeed rounded up some of the Twitter reactions to the filmâ€™s trailer. Jezebel highlighted the overwhelmingly white team behind the production. Time magazine talked to Simoneâ€™s daughter, Lisa Simone Kelly, about the movieâ€™s narrative flaws, and the Guardian chronicled some of the offensive backlash to peopleâ€™s complaints about the film. Vox also voxsplained the whole controversy, from   to the release of the first trailer. But more than any other,   Coatesâ€™ recently published essay seems to capture the full emotional depth of all this frustration. He suggests this wasnâ€™t just another questionable casting choice involving a person of color in a long line of such casting choices. To explain, Coates gets personal: â€When I was kid, I knew what the worst parts of me were â€”  my hair and my mouth. My hair was nappy. My lips were big. Nearly every kid around me knew something similar of themselves because nearly every one of us had some sort of physical defect â€”  dark skin, nappy hair, broad nose, full lips â€”  that opened us up to ridicule from one another. That each of these â€defectsâ€ were representative of all the Africa that ran through us was never lost on anyone. â€Africaâ€ was an insult â€”  African   African   etc. Ethiopian famine jokes were all the rage back then. .. . ..[Nina] Simone was in possession of nearly every feature that we denigrated as children. And yet somehow she willed herself into a goddess.â€ Coates goes on to explain how Simoneâ€™s appearance, as well as her music, helped him view his childhood musings on race in a larger context: â€Simone is something more than a female Bob Marley. It is not simply the voice: It is the world that made that voice, all the hurt and pain of denigration, forged into something otherworldly. That voice, inevitably, calls us to look at Nina Simoneâ€™s face, and for a brief moment, understand that the hate we felt, that the mockery we dispensed, was unnatural, was the fruit of conjurations and the shadow of plunder. We look at Nina Simoneâ€™s face and the lie is exposed and we are shamed. We look at Nina Simoneâ€™s face and a terrible truth comes into view â€”  there was nothing wrong with her. But there is something deeply wrong with us.â€ Finally, Coates takes us through what all of this means, both for the potential audience and Ninaâ€™s creators: â€Itâ€™s here that the term â€™appropriationâ€™ bears some usage. Weâ€™re not talking about someone inspired by the deeper lessons of Simoneâ€™s life and her music. We are talking about people who think itâ€™s fine to profit off her music while heedlessly contributing to the kind of pain that brought that music into being. To acknowledge that pain, to consider it in casting, would be inconvenient â€”  as   action always is. It would mean giving an opportunity to someone whoâ€™s actively experienced the kind of pain that plagued Simone. That would doubtlessly mean a diminished chance at garnering funds for such a film. And that, in turn, would court years of delays and the possibility of the film never coming into being. That would be unfortunate â€”  but less so for Nina Simone than for the agents who feel themselves entitled to profit her story.â€ The whole piece is worth reading and thinking about. You can check it out over at The Atlantic."
164667,3,tertiary,99,"Grocery stores in America have changed from neighborhood corner markets to   chains that sell convenience  â€”   along with thousands of products  â€”   to satisfy the demand of the countryâ€™s hungry consumers. What caused this transformation? And what will our grocery stores be like in the future?   food writer Michael Ruhlman, author of more than 20 books  â€”   including the   The Soul of the Chef and   of The French Laundry Cookbook with chef Thomas Keller  â€”   examines this phenomenon through the story of the Midwestern grocery chain Heinenâ€™s. His new book, Grocery: The Buying and Selling of Food in America, not only offers insights on how we produce, distribute and buy food, but seeks ways of understanding our changing relationship with what we eat and how we get it. To talk about some of these issues, NPRâ€™s Ari Shapiro of All Things Considered met with Ruhlman at a Harris Teeter grocery store in Washington, D. C. Weâ€™re going to dig into the store and wander around its various sections. But just standing here at the entrance, you can see a bit of produce, a bit of prepared food, a magazine rack, charcoal. Is there something you didnâ€™t know before you started researching the book that you now see in a different way? The sheer quantity of stuff that we buy and thatâ€™s available to us. It represents the extraordinary luxury that Americans have at our fingertips, seven days a week. We are in the first section that most people usually walk into in a grocery store: produce. It was so interesting to read about the time that you spent with the produce buyers behind Heinenâ€™s  â€”   the chain in Cleveland  â€”   and the debates they had about whether the cantaloupes were sweet enough, whether there were enough plums, whether anybody would buy the stone fruit after    in September . .. the things that we as customers never see. We donâ€™t. We just expect it to be here: â€I want peapods for my   tonight. Where are they, I expect them to be here.â€ And [the store] wants you to have them. If you come there and they donâ€™t have peapods, theyâ€™re going to lose a customer. The business is run at such a narrow margin that they really want to keep their customers, which is why youâ€™re almost always asked at good grocery stores, â€Did you find everything you need?â€ Because thatâ€™s one reason why people donâ€™t come back. Letâ€™s work our way to the packaged stuff in the center. In a typical grocery store, how many different products are you going to find? There are about 40, 000. In the past couple of decades itâ€™s gone up from about 7, 000. Food manufacturers have found that they can increase demand and sell more products if they give you more variety. For instance, barbecue sauces: Caribbean jerk, sesame ginger, Hawaiian, teriyaki . .. whenâ€™s it going to end? Thereâ€™s got to be a limit as to how much we can actually absorb and choose from. I get the sense that you feel a little conflicted. On one hand, the grocery store is the embodiment of the greatest pinnacle of human achievement, and on the other hand, itâ€™s row after row of depressing, processed,   junk. Yes. Itâ€™s the best of America and the worst of America right here in one bright   landscape. My father died shortly before I started [researching the book]. He loved grocery stores, and thatâ€™s part of why I [did this.] I think the grocery store is sort of a nostalgic place. We want to think the people who care about our food care about us. It goes back to that corner grocery store. But I donâ€™t think they do anymore. So far, it doesnâ€™t seem like grocery delivery has really taken off. Do you see that changing? I do believe more people will get their commodity groceries  â€”   the Cheerios, the cranberry juice, all the stuff in the middle of the grocery store they will get it delivered, because itâ€™s all the same no matter where it comes from. The whole center of the store is going to go away or itâ€™s going to be filled with specialty goods. Thatâ€™s my hope. Grocery stores are going to shrink and become more specialty stores, and theyâ€™re going to sell better food. Is that, in some sense, a return to what it was like in the early days of the grocery store? Thatâ€™s exactly what itâ€™s returning to  â€”   when a small grocery would sell a variety of very special   goods. This interview has been edited for length and clarity."
156844,4,primary,25,"As Doug Andreassen, the chairman of US Soccerâ€™s diversity task force, looks across the game he loves, all he can see is a system broken in America. And he wonders why nobody seems to care. He sees    families spending thousands of dollars a year on soccer clubs that propel their children to the sportâ€™s highest levels, while thousands of gifted athletes in mostly African American and Latino neighborhoods get left behind. He worries about this inequity. Soccer is the worldâ€™s great democratic game, whose best stars have come from the worldâ€™s slums, ghettos and favelas. And yet in the US the path to the top is often determined by how many zeroes a parent can write in their checkbook. Andreassen watches his federationâ€™s national teams play, and wishes they had more diversity. Like many, he canâ€™t ignore the fact that last yearâ€™s Womenâ€™s World Cup winners were almost all white, or that several of the   players on the US Copa America roster grew up overseas. The talents of some of Americaâ€™s best young players are being suffocated by a process that never lets them be seen. He sighs. â€œPeople donâ€™t want to talk about it,â€ he says. Andreassen used to dance gingerly around the topic, using the same careful code words as the other coaches and heads of leagues, trying not to push or offend only to find that little changed. He has stopped being political. He is frustrated. He is passionate. He is blunt. â€œThe system is not working for the underserved community,â€ he says. â€œItâ€™s working for the white kids. â€ But why? How come soccer canâ€™t be more like basketball in America? How come athletes from the countryâ€™s huge urban areas arenâ€™t embracing a sport that requires nothing but a ball to play? How have our national soccer teams not found a way to exploit what should be a huge pool of talent? â€œWe used to say to ourselves: â€˜How good would we be if we could just get the kids in the cities,â€™â€ one former US official says. And yet a quarter of a century into soccerâ€™s American boom, that hasnâ€™t happened. Coaches, organizers and advocates say interest is there, especially among immigrants from Mexico and Central and South America, where devotion to soccer runs generations in families. But finding those kids is hard. Money has only hardened the divide between rich and poor, leaving the game to thrive in wealthy communities, where the cost of organized soccer has become outrageous, pricing out those in lower income neighborhoods. â€œI donâ€™t think itâ€™s systematic racism,â€ says Nick Lusson, the director of NorCal Premier Soccer Foundation an organization to grow soccer in Californiaâ€™s underserved communities. â€œItâ€™s just a system that has been built with blinders to equality. â€ Three years ago, Roger Bennett of Men in Blazers and Greg Kaplan, a University of Chicago economics professor, set out to study the effects of the    system on American soccer. They compared the background of each US menâ€™s national team member from 1993 to 2013 to that of every NBA all star and NFL pro bowler over the same period, using   data from their hometown zip codes. They found the soccer players came from communities that had higher incomes, education and employment rankings, and were whiter than the US average, while the basketball and football players came from places that ranked lower than average on those same indicators. Those numbers have tightened since 2008, reflecting more recent diversity in soccer, but the gap remains. â€œIâ€™m  â€”   to be honest  â€”   surprised that the data is so striking,â€ Kaplan says. There are a lot of reasons for this disparity, but mostly everything comes down to perception and economics. â€œIt continues to be seen as a white, suburban sportâ€ says Briana Scurry, who won the Womenâ€™s World Cup in 1999 with the US, and was arguably the countryâ€™s most prominent black female player. As a child growing up in Minneapolis, Scurry loved basketball. She assumes it would have been the game she chose to play in college. That changed when her family moved to the suburbs when she was in grade school, and a teacher handed out flyers for a local soccer league. There had been no such activities in her former home. The idea city kids would play suburban soccer was too ludicrous to consider. People do want to change the    system. US Soccer Federation president Sunil Gulati says he believes the organization â€œhas made a lot of stridesâ€ before adding: â€œWe have a long ways to go. â€ Andreassen believes Gulati is committed to the issue, as are a handful of others. But in a world where soccer coaches in wealthy communities can earn decent livings, there are few, like Lusson, who gave up what he calls a â€œcushy jobâ€ running a league in the pricey East Bay suburbs of San Francisco to direct a program in the underserved community of Hayward. â€œYou are buying skill,â€ Scurry says of those parents who can spend on their childrenâ€™s soccer. â€œBut there are some pieces of the game that just canâ€™t be bought. â€ Sometimes on weekends Julio Borge, who is director of coaching at the mostly Latino Heritage Soccer Club in Pleasant Hill, California, will spend the day watching games in the ligas Latinas around San Franciscoâ€™s East Bay. Most of the areaâ€™s   population knows nothing about these games that are played at local parks in neighborhoods filled with immigrants from Central and South America. But to the families who gather on the fields to barbecue, listen to music and watch soccer, they are the highlight of the week. â€œThe soccer is amazing quality,â€ says Borge, who will sometimes try to recruit players from the ligas Latinas for his teams. But with a cost of $1, 395 a year, which he uses to cover coaches, fields, insurance and officials, he knows most wonâ€™t afford to play on his team. He can occasionally offer a scholarship to a player if someone donates the money to do so, but there is never enough for the children whose families hover above the poverty level. â€œIn my area, we are missing a ton of these kids,â€ he says. â€œA lot of coaches donâ€™t have time to see everybody. Itâ€™s expensive to try out for the big programs, so many donâ€™t even go after the opportunity. â€ The cost of youth soccer these days is outrageous. Borgeâ€™s $1, 395 team is a bargain compared to many travel programs where the base fee is $3, 000 a year. â€œHow can you charge that for just a year?â€ Scurry asks. â€œThatâ€™s ridiculous. â€ And yet two of her friends are paying more than that for their kids in the Virginia suburbs of Washington DC. Across the Potomac River, in Maryland, parents can pay up to $12, 000 a year on soccer after adding the cost of travel to    tournaments. Most of these teams offer scholarships to kids with financial needs. The gift is kind and usually   but they come with their own problems. Usually they go to the very best players in the poor neighborhoods, and they come with the implication that the scholarship kid is expected to help their new team win. They also displace children in the lineup whose parents are paying full price, and wonder why they are spending thousands a year to have their child sit on the bench. Scholarships often cover the cost of the league but little else. They donâ€™t provide transportation for the player whose parents might work during practice, or donâ€™t have enough money for gas to drive to games. Some families donâ€™t have email and canâ€™t get the club announcements. Resentment builds. â€œThe parents will say to scholarship kids  â€”   and I have seen this countless times  â€”   â€˜Why did you miss the game on Saturday? We are paying for you to be here,â€™â€ Lusson says. â€œWhat does a kid say to that? Or what happens if they are late to practice? Or who is going to pay for them to travel to that tournament in San Diego? Thatâ€™s like the moon to some of these kids. We have kids here in the East Bay who have never seen the beach. â€œThey drop out of the program and then what happens?â€ he continues. â€œThey have burned the bridge back to their old club by leaving, and arenâ€™t welcome back. They drop out and drift away and we lose them and thatâ€™s terrible because they were really, really talented. â€ Economics work against the poor kids in American soccer. Lusson sees this every week as he moves between the teenage girls team he coaches in the wealthy San Francisco enclave of Pacific Heights, and the teams he manages in   Hayward. One night, a few weeks ago, he listened as girls on the Pacific Heights team talked excitedly about applications to elite east coast colleges. The next day, in Hayward, nobody talked about college. And yet he is amazed by the skill of his Hayward players, who he says would crush the Pacific Heights team in a match. These are the players who could be the future of American soccer, perhaps even rising as high as a national team. But he also knows that the Pacific Heights players will be the ones to play on their college teams and will be identified by US Soccer. They are the ones who will get a chance that the Hayward kids wonâ€™t. And this strikes Lusson as very wrong. The other day, he went to watch a match between a team made up of mostly   San   college players against a group of players from poorer neighborhoods in the East Bay and Fresno three hours away. For a few minutes, the college players controlled the game until their untrained opponents deciphered their system, and then ripped it apart by  . In the second half, the East   team trampled the San Francisco team. â€œIâ€™ve been seeing that game my whole playing career,â€ Lusson says. For a time, just out of college, he played professionally in Brazil. It feels rigid in the organized levels here, drained of any life. The difference is as simple as Brazilian children dribbling balls on the streets as they walk to school while American kids lug balls in bags, only pulling them out once they reach the field for a practice or game. â€œWe are delivering a lot of people who do soccer but not play soccer,â€ he continues. â€œI think sometimes we have to be courageous with ourselves and admit when we have a problem. â€ One of the biggest complaints about the    system is that the   in suburban programs strips kids of the creativity that comes from playing on the streets. Borge loves his recruiting trips to the underground leagues where kids are free from restrictions. Too often, when a skilled and imaginative player leaves their neighborhood team to join a bigger team in a wealthier community, their gifts are considered a hindrance. The clever dancing with the ball that makes them unique earns them the label of not being a team player. A message is delivered: conform or leave"
156844,5,tertiary,154,"Those who deal in diversity in American soccer know this is a problem. They talk about it all the time. â€œWe are making these little robots,â€ Lusson says. No one seems sure what to do. How do you tell players to be imaginative while at the same time fitting into the more rigid needs laid out by American coaches? No one knows. â€œI donâ€™t know how to structure unstructured,â€ Gulati says with a chuckle. â€œI donâ€™t know how else to say it. â€ But coaches like Borge are looking for the answer to come from US Soccer. Borgeâ€™s voice rises as he begins to talk about the fractured network of leagues around the country, with coaches imposing their own unyielding vision of how soccer should be played. He wants someone in the federation to devise a strategy, not just for a style of play, but for getting the best players to the top. â€œWe need someone to speak up  â€”   [JÃ¼rgen] Klinsmann or whatever  â€”   and say: â€˜Here are the players we are looking for, and hereâ€™s how the system should be built,â€™â€ Borge says. â€œWe have coaches who need to recruit talent from all over the nation and invest in the ODP and let them be creative and let the let them play freely. It takes huge dedication and it takes money but we have the money at US Soccer. â€ â€œYou want to know about diversity in soccer?â€ Andreassen asks. â€œHereâ€™s a story about diversity in soccer. â€ A few years ago, when Andreassen was head of Washington Youth Soccer, a    girl from a   community south of Seattle showed up in the townâ€™s league. Her family was from Mexico, and she had grown up with several older brothers who loved soccer and had developed tremendous skill playing with them. The league organizers wanted her to go to an Olympic Development Program tournament in Arizona that is scouted by college coaches, and because her family had little money, a sponsor was found to pay for the trip. The girl played brilliantly at the tournament. She was surrounded by college coaches who flooded her with offers, which is unheard of for a sophomore in high school playing at an ODP tournament. But when she returned home her father banned her from playing soccer. He was undocumented, and he feared that if she became a college player, someone would notify the government and he would be deported. They never saw her again. The story stayed with Andreassen. It was yet another window into a gap that had been bothering him for years. How many cultural chasms between his white world and the invisible one  â€”   to him  â€”   around it existed? He wondered what would have happened if she had gotten hurt at the ODP tournament. One of his other great passions is the prevention of head trauma in soccer. What if she had gotten a concussion? Who would have taken care of her? Her family probably didnâ€™t have health insurance. Who would handle the hospital bills? Things that are taken for granted in   and   neighborhoods donâ€™t exist in the poor communities, opening the divide even more. When he took over as head of US Soccerâ€™s diversity committee, he asked these questions on the quarterly conference calls he had with the other members. He pulled together lists of the things that didnâ€™t work and tried to find solutions. â€œThere are the kids in the diverse communities playing on the street corner, and we have to find them,â€ he says. â€œSomeone knows they are there, either the church or the school. Maybe itâ€™s a pastor or a principal or someone at the YMCA or Boyâ€™s and Girlâ€™s Club. We have to identify those community leaders. â€ Andreassen really likes the Urban Soccer Leadership Academy, a program in San Antonio run by former mayor Ed Garza. Garza is using soccer in building teams similar to those in the suburbs  â€”   but at a minimal cost. Garza chose soccer as the foundation for his program because sports like football and basketball already had a strong infrastructure in San Antonio and there was no organization that held together the cityâ€™s immigrant families. He saw so much skill going to waste. â€œOur city teams were beating the suburban teams,â€ Garza says. â€œWhat if our inner city had a program to develop soccer players? Can you imagine how much better they would become, on a skill level, and get the attention of pro and college scouts?â€ The program, which is designed to help send as many kids to college as possible, has recently expanded from largely Latino neighborhoods to include African American communities as well. But what impresses Andreassen the most is it gives hope to the kids who would otherwise be lost in the    system the structure of a suburban team without losing their identity or style of play. He and his task force have written a proposal that has been delivered to US Soccer. He wants to create a national leadership academy to give leaders in underserved neighborhoods the power to build their own San Antonios. The academy would be based in a central location, with the hope to eventually build more around the country and it would exist to show those local principals and pastors and coaches how to make a league that operates like the suburban associations. They would be taught about fundraising and tax filings and field rental"
156844,6,primary,393,"But what they would get most is admission to the same world as the wealthy suburban clubs. Once underground leagues now would be on the map, in view of college coaches and federation and professional scouts. The kids playing on the street corner would have a greater possibility of being found. They would get a chance. Gulati has read Andreassenâ€™s proposal but he sees a lot of proposals and a lot of ideas. The    model isnâ€™t unique to the US, he says. It exists in more traditional soccer countries. What seems to discourage him is the extreme cost of the American system, as well as the fact that the federation has not been able to identify as many players in   neighborhoods as he would like. â€œItâ€™s an important priority,â€ he says. â€œLook, we are in some ways still a developing foundation. â€ In 10 or 15 years, Gulati hopes the USâ€™s top teams will be more diverse, and that many of the walls that divide the rich and poor in soccer will have come down. He sees great promise in the growth of the MLS where teams like the Philadelphia Union are not only investing in youth development academies but building their own academy facilities as well. He is certain that the more soccer blossoms in the US, and the professional leagues establish themselves, kids who feel left out in todayâ€™s model will see a path for themselves in the game. Like everyone else, Gulati notices the racial makeup of the womenâ€™s national team, but he says the federation is working hard to build the game at the grassroots level. Someday he would love to see the sport grow to such a robust level in underserved neighborhoods that there will be a deep pool of talent that everyone knows about, and that some of those players will rise to the national team. â€œEverybody wants to do better,â€ Gulati says about diversity. There are signs of improvement. More coaches like Lusson are leaving wealthy suburban programs to help run teams in poorer areas. More programs like Garzaâ€™s in San Antonio are starting to grow. And funds are trickling into the neighborhoods that need them. The US Soccer Foundation (unrelated to the federation) has built several futsal courts in inner cities in an effort to recreate the free play of so many Central and South American children. It has also served 71, 000 mostly African American and Latino kids in its Soccer For Success program that provides coaching and mentoring for children in   neighborhoods. The program operates between the 3pm and 6pm, when school ends and parents are less likely to be home. â€œEverybody understands the issue,â€ says the foundationâ€™s president and CEO Ed  . â€œTalk about a family living on $25, 000 with four kids in a place like Washington DC or even double that, $40, 000 in Washington DC. Those kids shouldnâ€™t be barred [from soccer] because their parents donâ€™t make much money. â€ And yet how fast will change come? Yes, more than a third of the menâ€™s roster in this monthâ€™s Copa AmÃ©rica are  . But a good number of those learned their soccer overseas, because Klinsmann appears to feel the creativity is still lacking in American soccer. The womenâ€™s team going to the Rio Olympics, meanwhile, will almost certainly have a similar racial makeup as the one that played in last summerâ€™s World Cup. â€œI donâ€™t see why our team has fewer [black players] than England or France,â€ Scurry says. â€œThe systems are different here and the people who have the access are the people who have the money. â€ Families are still paying thousands of dollars for soccer teams that travel to faraway tournaments, which are often the only places college coaches go to watch players because their recruiting budgets are small. The poorest kids are still shut out. The game is not coming to them in flyers at school the way it did for Scurry in suburban Minneapolis so many years ago. Lusson says   parents driving their scholarship kids into wealthy neighborhoods are still getting pulled over by the police who wonder why they are there. Even MLS teams are motivated by money in opening their academies. Speaking privately, one executive says his team only takes players they believe they can monetize, either by developing for the team itself or selling that player to another club. This limits their reach because they rarely take chances on a borderline prospect, leaving a soup of expensive youth travel and elite soccer clubs to find and train that player. More than likely the system will not allow that to happen. â€œIâ€™ve been doing this since 2002, and I donâ€™t see anything that says this will change,â€ Borge says. On the phone, Andreassen, who can talk long and fast, is suddenly quiet. He is sure Gulati shares his passion, but he wonders if many others do. â€œI think Iâ€™ve pushed the ball one revolution,â€ he says. â€œBut my goal is to get it down to the goalline. â€ Sometimes he wonders if anyone notices. Is anybody listening? Does anybody care?"
152274,7,primary,173,"It was an ordinary,   flight from Oslo to Trondheim that I spent preparing for a speech I was to give upon landing. But when I turned my phone back on upon arrival, I noticed something very odd, something that had in fact never happened before. A post had been deleted from my Facebook page without any warning. I had shared one of the most iconic images from the Vietnam war  â€”   Nick Utâ€™s photograph of a naked, screaming child running away from napalm bombs, as a statement in the ongoing debate about Facebookâ€™s editing policies. Facebook has taken a strong, rigid stance against â€œindecentâ€ images. And it is commendable that they execute their role in the prevention of the distribution of images containing violence and child abuse seriously. We all have a responsibility towards this. Yet, by failing to distinguish between such images, and others that have formed the fabric of our history as a global society, Facebook neglects another important role that it plays on the world stage. To erase posts containing such images is to limit freedom of expression, democracy, the right to criticize and question, and view past events as they actually were, not as they have been deemed to be by one giant corporation. I am happy to note that Facebook has now decided to reverse that policy in this particular case  â€”   but serious questions remain"
152274,8,secondary,311,"Media consumption today is increasingly digitized, but even more so it is curated. News and social media platforms like Facebook, Instagram and Flipboard have overtaken traditional news outlets as our primary sources of information, of news, of connection to the world around us. They have become our most frequently visited sites, especially among the younger generations, and have empowered the public to create and share their own content. With this ease of access to information in todayâ€™s world, comes a great responsibility to enact policies that make positive contributions to society. By exercising such overarching editorial rights, large corporations that ought to bring us closer together as human beings through transparency, end up altering history, and altering the truth. Already, Facebook and other media outletsâ€™ algorithms narrow the range of content one sees based on past preferences and interests. This limits the kind of stories one sees, and in turn restricts access to a holistic outlook for the user. We run the risk of creating parallel societies in which some people are not aware of the real issues facing the world, and this is only exacerbated by such editorial oversight. As we move towards a more automated world, this is not a responsibility that should be surrendered to machines only. By deleting such iconic pictures that have played a crucial role in transforming world views on the pain and cruelty of war, Facebook is contributing to changing history. I want my children, and other children around the world, to grow up in a society where history is told as it was. In a society where they can grow into mature adults by learning from experiences of past generations, to be better informed citizens of the world. They need to understand what happened both in our darkest moments and our brightest. Today, images are the most powerful and important means of communication, and they must depict reality. It would be tragic for history, for the truth, to be told in the version that comes from any one corporationâ€™s mouthpiece. This is why I believe it is imperative that such outlets take their responsibility seriously, while exercising such great influence over their usersâ€™ access to information. We have today shown that through the power of social media, we can influence social media. Letâ€™s continue to do that. It is after all a platform for and made by the people, where you canâ€™t let machines run your morality."
165221,9,secondary,71,"RenÃ©e Fleming and Francis Collins have something unexpected in common: music. Collins, the director of the National Institutes of Health, plays guitar. Fleming, of course, is a renowned soprano. She is also an Artistic Advisor at Large to the Kennedy Center in Washington, D. C. and the two of them are joining forces this weekend for a program called Sound Health. The   event will explore connections between music, health, wellness and science through musical performances and presentations from neuroscientists. All Things Considered host Robert Siegel spoke with Fleming and Collins about their work together and what they hope to convey to the public about the intersection between art and science. They also sang a duet. The conversation has been edited for length and clarity. On how their collaboration on music and the brain came about, Fleming: We met unexpectedly at quite an extraordinary dinner party. Collins: It was two years ago. It was on a Saturday night. It happened to be the Saturday night after the Supreme Court had issued their final decisions for 2015, and three of the Supreme Court justices were present. So, having a little unwinding going on there, because they had been on different sides. We had Anthony Kennedy, we had Ruth Bader Ginsburg, and we had Antonin Scalia, all gathering to have a wonderful dinner and a little music, which was provided by a sort of ok band  â€”   which, somehow, I think we took over. Fleming: We had an interesting conversation that night at dinner, because I said â€Do you think that we could collaborate with these two institutions? Put something together to amplify the work being done in this field?â€ and he didnâ€™t hesitate. On research showing humans may have sung before they spoke, Collins: I think itâ€™s increasingly becoming clear that must be the case. One of the really exciting findings that has recently come forward as we have better means of imaging the brain, [is] that if you put somebody in an MRI scanner and you look to see which part of the brain is getting activated when you hear a voice or when you hear a musical sound, theyâ€™re different. Your brain has a music room, and evolution would not have gone to the trouble of designing that if it didnâ€™t have some benefits. So, that suggests to me that we and our ancestors have had music as a central part of our experience for eons. And weâ€™re just beginning to understand how that might be. I think thatâ€™s fascinating. On whether Fleming thinks about her brain while sheâ€™s singing, Fleming: The brain has to support me in my singing, no question. Having to memorize in foreign languages that I donâ€™t even speak is an arduous task. I participated in a study at the NIH. I was in an fMRI machine for two hours, singing this tune, [The Water is Wide] imagining it and speaking it. Itâ€™s not an attractive sound, especially because Iâ€™m competing with the sound of the machine, but itâ€™s incredible to see the pictures  â€”   how it looks with the revolving brain and all the parts that are activated in this fMRI under those three different circumstances. Itâ€™s all quite different. On the opportunities presented by advances in brain imaging, Collins: For me itâ€™s both a basic science opportunity, to use what weâ€™re learning about how music affects the brain to understand the brain better, but itâ€™s also got this therapeutic implication. Music therapy can be incredibly powerful for kids with autism, adults with Alzheimerâ€™s and everything in between, but we donâ€™t really understand most of the time how it works. We can give this field a stronger scientific base, and it can be even better. On future funding for research in the field of music and neuroscience, Collins: Weâ€™re just bold enough to think that we might be able to figure out how the circuits in the brain do what they do, and use that information to help people with many different disorders that affect the brain, including mental illness, including epilepsy, including traumatic brain injury. Music is part of that need for understanding. So, even though weâ€™ve never been in a position where I would say we have enough resources, we would certainly want to prioritize this effort."
